Date;Time;AirTemp;WaterTempMPEC;WaterTempAGH
2009-12-11;00:00;3.20;77.00;77.50
2009-12-11;00:05;3.15;77.13;77.50
2009-12-11;00:10;3.15;77.13;77.50
2009-12-11;00:15;3.15;77.13;77.38
2009-12-11;00:20;3.15;77.13;77.38
2009-12-11;00:25;3.15;77.13;77.38
2009-12-11;00:30;3.15;77.13;77.13
2009-12-11;00:35;3.15;77.13;77.13
2009-12-11;00:40;3.15;77.13;77.13
2009-12-11;00:45;3.15;77.13;77.13
2009-12-11;00:50;3.15;77.13;77.00
2009-12-11;00:55;3.15;77.13;77.00
2009-12-11;01:00;3.15;77.13;77.00
2009-12-11;01:05;3.05;77.38;76.75
2009-12-11;01:10;3.15;77.13;76.75
2009-12-11;01:15;3.15;77.13;76.75
2009-12-11;01:20;3.05;77.38;76.75
2009-12-11;01:25;3.05;77.38;76.75
2009-12-11;01:30;3.05;77.38;76.75
2009-12-11;01:35;3.15;77.13;76.75
2009-12-11;01:40;3.05;77.38;76.50
2009-12-11;01:45;3.05;77.38;76.50
2009-12-11;01:50;3.05;77.38;76.50
2009-12-11;01:55;3.05;77.38;76.38
2009-12-11;02:00;3.05;77.38;76.38
2009-12-11;02:05;3.05;77.38;76.38
2009-12-11;02:10;3.05;77.38;76.38
2009-12-11;02:15;3.05;77.38;76.38
2009-12-11;02:20;3.05;77.38;76.38
2009-12-11;02:25;3.05;77.38;76.38
2009-12-11;02:30;3.05;77.38;76.13
2009-12-11;02:35;3.05;77.38;76.13
2009-12-11;02:40;3.05;77.38;76.00
2009-12-11;02:45;3.05;77.38;76.00
2009-12-11;02:50;3.05;77.38;76.00
2009-12-11;02:55;3.00;77.50;76.00
2009-12-11;03:00;3.00;77.50;75.75
2009-12-11;03:05;3.00;77.50;75.75
2009-12-11;03:10;3.00;77.50;75.75
2009-12-11;03:15;3.00;77.50;75.75
2009-12-11;03:20;3.00;77.50;75.50
2009-12-11;03:25;2.90;77.75;75.50
2009-12-11;03:30;2.90;77.75;75.50
2009-12-11;03:35;2.90;77.75;75.50
2009-12-11;03:40;2.80;78.00;75.50
2009-12-11;03:45;2.80;78.00;75.50
2009-12-11;03:50;2.80;78.00;75.50
2009-12-11;03:55;2.80;78.00;75.50
2009-12-11;04:00;2.80;78.00;75.50
2009-12-11;04:05;2.80;78.00;75.50
2009-12-11;04:10;2.80;78.00;75.38
2009-12-11;04:15;2.80;78.00;75.38
2009-12-11;04:20;2.80;78.00;75.38
2009-12-11;04:25;2.75;78.13;75.13
2009-12-11;04:30;2.75;78.13;75.13
2009-12-11;04:35;2.75;78.13;75.13
2009-12-11;04:40;2.75;78.13;75.13
2009-12-11;04:45;2.75;78.13;75.00
2009-12-11;04:50;2.75;78.13;75.00
2009-12-11;04:55;2.75;78.13;75.00
2009-12-11;05:00;2.75;78.13;75.00
2009-12-11;05:05;2.75;78.13;75.00
2009-12-11;05:10;2.75;78.13;75.00
2009-12-11;05:15;2.75;78.13;75.00
2009-12-11;05:20;2.75;78.13;75.00
2009-12-11;05:25;2.75;78.13;75.13
2009-12-11;05:30;2.75;78.13;75.13
2009-12-11;05:35;2.75;78.13;75.13
2009-12-11;05:40;2.65;78.38;75.38
2009-12-11;05:45;2.65;78.38;75.50
2009-12-11;05:50;2.75;78.13;75.50
2009-12-11;05:55;2.65;78.38;75.50
2009-12-11;06:00;2.65;78.38;75.50
2009-12-11;06:05;2.65;78.38;75.75
2009-12-11;06:10;2.65;78.38;75.75
2009-12-11;06:15;2.65;78.38;75.75
2009-12-11;06:20;2.75;78.13;75.75
2009-12-11;06:25;2.75;78.13;76.00
2009-12-11;06:30;2.75;78.13;76.00
2009-12-11;06:35;2.65;78.38;76.00
2009-12-11;06:40;2.75;78.13;76.00
2009-12-11;06:45;2.75;78.13;76.00
2009-12-11;06:50;2.65;78.38;75.75
2009-12-11;06:55;2.65;78.38;75.75
2009-12-11;07:00;2.65;78.38;76.00
2009-12-11;07:05;2.65;78.38;75.75
2009-12-11;07:10;2.65;78.38;75.75
2009-12-11;07:15;2.65;78.38;76.00
2009-12-11;07:20;2.65;78.38;75.75
2009-12-11;07:25;2.65;78.38;75.75
2009-12-11;07:30;2.60;78.50;75.75
2009-12-11;07:35;2.60;78.50;75.75
2009-12-11;07:40;2.60;78.50;75.75
2009-12-11;07:45;2.60;78.50;75.75
2009-12-11;07:50;2.50;78.75;75.75
2009-12-11;07:55;2.60;78.50;75.50
2009-12-11;08:00;2.60;78.50;75.50
2009-12-11;08:05;2.60;78.50;75.50
2009-12-11;08:10;2.50;78.75;75.50
2009-12-11;08:15;2.50;78.75;75.50
2009-12-11;08:20;2.50;78.75;75.38
2009-12-11;08:25;2.50;78.75;75.13
2009-12-11;08:30;2.50;78.75;75.30
2009-12-11;08:35;2.50;78.75;75.40
2009-12-11;08:40;2.50;78.75;75.55
2009-12-11;08:45;2.50;78.75;75.70
2009-12-11;08:50;2.50;78.75;76.20
2009-12-11;08:55;2.50;78.75;76.50
2009-12-11;09:00;2.50;78.75;76.75
2009-12-11;09:05;2.50;78.75;77.05
2009-12-11;09:10;2.50;78.75;77.13
2009-12-11;09:15;2.50;78.75;77.13
2009-12-11;09:20;2.50;78.75;77.38
2009-12-11;09:25;2.50;78.75;77.38
2009-12-11;09:30;2.50;78.75;77.38
2009-12-11;09:35;2.50;78.75;77.13
2009-12-11;09:40;2.60;78.50;77.38
2009-12-11;09:45;2.60;78.50;77.38
2009-12-11;09:50;2.60;78.50;77.38
2009-12-11;09:55;2.60;78.50;77.38
2009-12-11;10:00;2.60;78.50;77.38
2009-12-11;10:05;2.60;78.50;77.38
2009-12-11;10:10;2.60;78.50;77.38
2009-12-11;10:15;2.60;78.50;77.38
2009-12-11;10:20;2.65;78.38;77.38
2009-12-11;10:25;2.65;78.38;77.38
2009-12-11;10:30;2.65;78.38;77.38
2009-12-11;10:35;2.65;78.38;77.38
2009-12-11;10:40;2.65;78.38;77.38
2009-12-11;10:45;2.65;78.38;77.38
2009-12-11;10:50;2.65;78.38;77.38
2009-12-11;10:55;2.65;78.38;77.50
2009-12-11;11:00;2.65;78.38;77.50
2009-12-11;11:05;2.65;78.38;77.50
2009-12-11;11:10;2.65;78.38;77.50
2009-12-11;11:15;2.75;78.13;77.50
2009-12-11;11:20;2.65;78.38;77.50
2009-12-11;11:25;2.75;78.13;77.75
2009-12-11;11:30;2.75;78.13;77.75
2009-12-11;11:35;2.75;78.13;77.75
2009-12-11;11:40;2.75;78.13;78.00
2009-12-11;11:45;2.75;78.13;78.00
2009-12-11;11:50;2.80;78.00;78.00
2009-12-11;11:55;2.80;78.00;78.00
2009-12-11;12:00;2.80;78.00;78.00
2009-12-11;12:05;2.80;78.00;78.00
2009-12-11;12:10;2.90;77.75;78.00
2009-12-11;12:15;2.80;78.00;78.00
2009-12-11;12:20;2.90;77.75;78.00
2009-12-11;12:25;2.90;77.75;78.13
2009-12-11;12:30;2.90;77.75;78.13
2009-12-11;12:35;3.00;77.50;78.13
2009-12-11;12:40;3.00;77.50;78.13
2009-12-11;12:45;3.00;77.50;78.13
2009-12-11;12:50;3.00;77.50;78.13
2009-12-11;12:55;3.00;77.50;78.13
2009-12-11;13:00;3.00;77.50;78.13
2009-12-11;13:05;3.05;77.38;78.13
2009-12-11;13:10;3.05;77.38;78.13
2009-12-11;13:15;3.05;77.38;78.13
2009-12-11;13:20;3.05;77.38;78.13
2009-12-11;13:25;3.05;77.38;78.13
2009-12-11;13:30;3.05;77.38;78.13
2009-12-11;13:35;3.05;77.38;78.13
2009-12-11;13:40;3.00;77.50;78.38
2009-12-11;13:45;3.05;77.38;78.38
2009-12-11;13:50;3.00;77.50;78.13
2009-12-11;13:55;3.00;77.50;78.38
2009-12-11;14:00;3.00;77.50;78.38
2009-12-11;14:05;3.00;77.50;78.38
2009-12-11;14:10;3.00;77.50;78.38
2009-12-11;14:15;3.00;77.50;78.38
2009-12-11;14:20;3.00;77.50;78.13
2009-12-11;14:25;3.05;77.38;78.13
2009-12-11;14:30;3.00;77.50;78.13
2009-12-11;14:35;3.05;77.38;78.38
2009-12-11;14:40;3.05;77.38;78.13
2009-12-11;14:45;3.05;77.38;78.13
2009-12-11;14:50;3.00;77.50;78.38
2009-12-11;14:55;3.00;77.50;78.38
2009-12-11;15:00;3.00;77.50;78.38
2009-12-11;15:05;3.00;77.50;78.38
2009-12-11;15:10;3.00;77.50;78.38
2009-12-11;15:15;3.00;77.50;78.38
2009-12-11;15:20;3.00;77.50;78.38
2009-12-11;15:25;3.00;77.50;78.38
2009-12-11;15:30;3.00;77.50;78.50
2009-12-11;15:35;3.00;77.50;78.50
2009-12-11;15:40;3.00;77.50;78.50
2009-12-11;15:45;3.00;77.50;78.50
2009-12-11;15:50;2.90;77.75;78.75
2009-12-11;15:55;3.00;77.50;78.50
2009-12-11;16:00;2.90;77.75;78.50
2009-12-11;16:05;2.90;77.75;78.50
2009-12-11;16:10;2.80;78.00;78.75
2009-12-11;16:15;2.80;78.00;78.75
2009-12-11;16:20;2.80;78.00;78.75
2009-12-11;16:25;2.80;78.00;78.75
2009-12-11;16:30;2.75;78.13;78.75
2009-12-11;16:35;2.75;78.13;78.75
2009-12-11;16:40;2.65;78.38;78.75
2009-12-11;16:45;2.75;78.13;78.75
2009-12-11;16:50;2.65;78.38;78.75
2009-12-11;16:55;2.65;78.38;78.75
2009-12-11;17:00;2.65;78.38;78.75
2009-12-11;17:05;2.65;78.38;78.75
2009-12-11;17:10;2.60;78.50;78.75
2009-12-11;17:15;2.60;78.50;78.75
2009-12-11;17:20;2.60;78.50;78.75
2009-12-11;17:25;2.60;78.50;78.75
2009-12-11;17:30;2.50;78.75;78.75
2009-12-11;17:35;2.50;78.75;78.75
2009-12-11;17:40;2.50;78.75;78.50
2009-12-11;17:45;2.50;78.75;78.50
2009-12-11;17:50;2.40;79.00;78.50
2009-12-11;17:55;2.40;79.00;78.50
2009-12-11;18:00;2.35;79.13;78.50
2009-12-11;18:05;2.35;79.13;78.50
2009-12-11;18:10;2.35;79.13;78.50
2009-12-11;18:15;2.35;79.13;78.50
2009-12-11;18:20;2.35;79.13;78.38
2009-12-11;18:25;2.35;79.13;78.38
2009-12-11;18:30;2.35;79.13;78.38
2009-12-11;18:35;2.35;79.13;78.38
2009-12-11;18:40;2.35;79.13;78.38
2009-12-11;18:45;2.25;79.38;78.38
2009-12-11;18:50;2.25;79.38;78.38
2009-12-11;18:55;2.25;79.38;78.38
2009-12-11;19:00;2.25;79.38;78.38
2009-12-11;19:05;2.15;79.63;78.38
2009-12-11;19:10;2.25;79.38;78.38
2009-12-11;19:15;2.15;79.63;78.13
2009-12-11;19:20;2.15;79.63;78.38
2009-12-11;19:25;2.15;79.63;78.13
2009-12-11;19:30;2.15;79.63;78.13
2009-12-11;19:35;2.10;79.75;78.13
2009-12-11;19:40;2.10;79.75;78.13
2009-12-11;19:45;2.10;79.75;78.13
2009-12-11;19:50;2.10;79.75;78.00
2009-12-11;19:55;2.10;79.75;78.00
2009-12-11;20:00;2.10;79.75;78.00
2009-12-11;20:05;2.10;79.75;78.00
2009-12-11;20:10;2.10;79.75;77.75
2009-12-11;20:15;2.10;79.75;78.00
2009-12-11;20:20;2.10;79.75;77.75
2009-12-11;20:25;2.10;79.75;77.75
2009-12-11;20:30;2.00;80.00;77.75
2009-12-11;20:35;2.00;80.00;77.50
2009-12-11;20:40;2.00;80.00;77.50
2009-12-11;20:45;2.00;80.00;77.50
2009-12-11;20:50;2.00;80.00;77.50
2009-12-11;20:55;2.00;80.00;77.50
2009-12-11;21:00;2.00;80.00;77.50
2009-12-11;21:05;1.95;80.13;77.38
2009-12-11;21:10;1.95;80.13;77.38
2009-12-11;21:15;1.95;80.13;77.38
2009-12-11;21:20;1.85;80.38;77.38
2009-12-11;21:25;1.85;80.38;77.38
2009-12-11;21:30;1.85;80.38;77.38
2009-12-11;21:35;1.85;80.38;77.38
2009-12-11;21:40;1.75;80.63;77.50
2009-12-11;21:45;1.75;80.63;77.38
2009-12-11;21:50;1.75;80.63;77.50
2009-12-11;21:55;1.75;80.63;77.50
2009-12-11;22:00;1.70;80.75;77.50
2009-12-11;22:05;1.70;80.75;77.50
2009-12-11;22:10;1.70;80.75;77.50
2009-12-11;22:15;1.70;80.75;77.50
2009-12-11;22:20;1.70;80.75;77.50
2009-12-11;22:25;1.70;80.75;77.38
2009-12-11;22:30;1.70;80.75;77.50
2009-12-11;22:35;1.70;80.75;77.38
2009-12-11;22:40;1.70;80.75;77.38
2009-12-11;22:45;1.70;80.75;77.38
2009-12-11;22:50;1.60;81.00;77.50
2009-12-11;22:55;1.60;81.00;77.50
2009-12-11;23:00;1.60;81.00;77.50
2009-12-11;23:05;1.60;81.00;77.50
2009-12-11;23:10;1.60;81.00;77.50
2009-12-11;23:15;1.55;81.13;77.50
2009-12-11;23:20;1.55;81.13;77.50
2009-12-11;23:25;1.55;81.13;77.50
2009-12-11;23:30;1.55;81.13;77.50
2009-12-11;23:35;1.55;81.13;77.50
2009-12-11;23:40;1.55;81.13;77.50
2009-12-11;23:45;1.55;81.13;77.50
2009-12-11;23:50;1.55;81.13;77.75
2009-12-11;23:55;1.45;81.38;77.50
2009-12-12;00:00;1.45;81.38;77.75
2009-12-12;00:05;1.45;81.38;77.75
2009-12-12;00:10;1.45;81.38;78.00
2009-12-12;00:15;1.45;81.38;78.00
2009-12-12;00:20;1.45;81.38;78.00
2009-12-12;00:25;1.35;81.63;78.00
2009-12-12;00:30;1.35;81.63;78.13
2009-12-12;00:35;1.35;81.63;78.13
2009-12-12;00:40;1.35;81.63;78.38
2009-12-12;00:45;1.35;81.63;78.13
2009-12-12;00:50;1.35;81.63;78.38
2009-12-12;00:55;1.35;81.63;78.38
2009-12-12;01:00;1.30;81.75;78.38
2009-12-12;01:05;1.30;81.75;78.38
2009-12-12;01:10;1.30;81.75;78.50
2009-12-12;01:15;1.20;82.00;78.50
2009-12-12;01:20;1.20;82.00;78.50
2009-12-12;01:25;1.20;82.00;78.50
2009-12-12;01:30;1.20;82.00;78.75
2009-12-12;01:35;1.15;82.13;78.75
2009-12-12;01:40;1.20;82.00;78.75
2009-12-12;01:45;1.15;82.13;78.75
2009-12-12;01:50;1.15;82.13;79.00
2009-12-12;01:55;1.15;82.13;79.00
2009-12-12;02:00;1.15;82.13;79.13
2009-12-12;02:05;1.15;82.13;79.13
2009-12-12;02:10;1.15;82.13;79.13
2009-12-12;02:15;1.15;82.13;79.13
2009-12-12;02:20;1.05;82.38;79.13
2009-12-12;02:25;1.15;82.13;79.13
2009-12-12;02:30;1.15;82.13;79.13
2009-12-12;02:35;1.15;82.13;79.13
2009-12-12;02:40;1.05;82.38;79.13
2009-12-12;02:45;1.05;82.38;79.38
2009-12-12;02:50;1.05;82.38;79.38
2009-12-12;02:55;1.05;82.38;79.38
2009-12-12;03:00;1.05;82.38;79.38
2009-12-12;03:05;1.05;82.38;79.63
2009-12-12;03:10;1.05;82.38;79.38
2009-12-12;03:15;1.05;82.38;79.63
2009-12-12;03:20;0.95;82.63;79.63
2009-12-12;03:25;0.95;82.63;79.63
2009-12-12;03:30;0.95;82.63;79.63
2009-12-12;03:35;0.95;82.63;79.75
2009-12-12;03:40;0.95;82.63;79.75
2009-12-12;03:45;0.95;82.63;79.75
2009-12-12;03:50;0.95;82.63;79.75
2009-12-12;03:55;0.95;82.63;79.75
2009-12-12;04:00;0.95;82.63;79.75
2009-12-12;04:05;0.95;82.63;79.75
2009-12-12;04:10;0.95;82.63;79.75
2009-12-12;04:15;0.95;82.63;79.75
2009-12-12;04:20;0.95;82.63;79.75
2009-12-12;04:25;0.95;82.63;79.75
2009-12-12;04:30;0.95;82.63;80.00
2009-12-12;04:35;0.90;82.75;80.00
2009-12-12;04:40;0.90;82.75;80.00
2009-12-12;04:45;0.90;82.75;80.00
2009-12-12;04:50;0.90;82.75;80.00
2009-12-12;04:55;0.90;82.75;80.00
2009-12-12;05:00;0.90;82.75;80.00
2009-12-12;05:05;0.90;82.75;80.13
2009-12-12;05:10;0.90;82.75;80.13
2009-12-12;05:15;0.90;82.75;80.13
2009-12-12;05:20;0.90;82.75;80.38
2009-12-12;05:25;0.80;83.00;80.38
2009-12-12;05:30;0.80;83.00;80.38
2009-12-12;05:35;0.80;83.00;80.38
2009-12-12;05:40;0.80;83.00;80.63
2009-12-12;05:45;0.80;83.00;80.63
2009-12-12;05:50;0.80;83.00;80.63
2009-12-12;05:55;0.80;83.00;80.63
2009-12-12;06:00;0.80;83.00;80.75
2009-12-12;06:05;0.80;83.00;80.75
2009-12-12;06:10;0.80;83.00;80.75
2009-12-12;06:15;0.70;83.25;80.75
2009-12-12;06:20;0.70;83.25;80.75
2009-12-12;06:25;0.70;83.25;80.75
2009-12-12;06:30;0.70;83.25;80.75
2009-12-12;06:35;0.70;83.25;80.75
2009-12-12;06:40;0.65;83.38;80.75
2009-12-12;06:45;0.65;83.38;80.75
2009-12-12;06:50;0.55;83.63;81.00
2009-12-12;06:55;0.55;83.63;81.00
2009-12-12;07:00;0.55;83.63;81.00
2009-12-12;07:05;0.55;83.63;81.00
2009-12-12;07:10;0.50;83.75;81.00
2009-12-12;07:15;0.50;83.75;81.13
2009-12-12;07:20;0.50;83.75;81.13
2009-12-12;07:25;0.40;84.00;81.13
2009-12-12;07:30;0.30;84.25;81.13
2009-12-12;07:35;0.30;84.25;81.13
2009-12-12;07:40;0.30;84.25;81.13
2009-12-12;07:45;0.30;84.25;81.13
2009-12-12;07:50;0.25;84.38;81.13
2009-12-12;07:55;0.25;84.38;81.38
2009-12-12;08:00;0.25;84.38;81.38
2009-12-12;08:05;0.25;84.38;81.38
2009-12-12;08:10;0.15;84.63;81.38
2009-12-12;08:15;0.15;84.63;81.38
2009-12-12;08:20;0.15;84.63;81.38
2009-12-12;08:25;0.15;84.63;81.63
2009-12-12;08:30;0.15;84.63;81.63
2009-12-12;08:35;0.15;84.63;81.63
2009-12-12;08:40;0.15;84.63;81.63
2009-12-12;08:45;0.15;84.63;81.63
2009-12-12;08:50;0.15;84.63;81.63
2009-12-12;08:55;0.15;84.63;81.63
2009-12-12;09:00;0.15;84.63;81.75
2009-12-12;09:05;0.15;84.63;81.75
2009-12-12;09:10;0.15;84.63;81.75
2009-12-12;09:15;0.15;84.63;82.00
2009-12-12;09:20;0.15;84.63;82.00
2009-12-12;09:25;0.10;84.75;82.00
2009-12-12;09:30;0.10;84.75;82.00
2009-12-12;09:35;0.10;84.75;82.13
2009-12-12;09:40;0.10;84.75;82.00
2009-12-12;09:45;0.15;84.63;82.13
2009-12-12;09:50;0.15;84.63;82.13
2009-12-12;09:55;0.15;84.63;82.13
2009-12-12;10:00;0.15;84.63;82.13
2009-12-12;10:05;0.10;84.75;82.13
2009-12-12;10:10;0.10;84.75;82.13
2009-12-12;10:15;0.10;84.75;82.13
2009-12-12;10:20;0.10;84.75;82.38
2009-12-12;10:25;0.10;84.75;82.13
2009-12-12;10:30;0.10;84.75;82.13
2009-12-12;10:35;0.10;84.75;82.13
2009-12-12;10:40;0.10;84.75;82.38
2009-12-12;10:45;0.00;85.00;82.38
2009-12-12;10:50;0.00;85.00;82.38
2009-12-12;10:55;-0.10;85.25;82.38
2009-12-12;11:00;-0.10;85.25;82.38
2009-12-12;11:05;-0.10;85.25;82.38
2009-12-12;11:10;-0.10;85.25;82.38
2009-12-12;11:15;-0.10;85.25;82.38
2009-12-12;11:20;-0.15;85.38;82.63
2009-12-12;11:25;-0.15;85.38;82.63
2009-12-12;11:30;-0.15;85.38;82.63
2009-12-12;11:35;-0.15;85.38;82.63
2009-12-12;11:40;-0.15;85.38;82.63
2009-12-12;11:45;-0.15;85.38;82.63
2009-12-12;11:50;-0.15;85.38;82.63
2009-12-12;11:55;-0.25;85.63;82.63
2009-12-12;12:00;-0.25;85.63;82.63
2009-12-12;12:05;-0.25;85.63;82.63
2009-12-12;12:10;-0.30;85.75;82.63
2009-12-12;12:15;-0.30;85.75;82.63
2009-12-12;12:20;-0.30;85.75;82.63
2009-12-12;12:25;-0.40;86.00;82.63
2009-12-12;12:30;-0.40;86.00;82.63
2009-12-12;12:35;-0.40;86.00;82.75
2009-12-12;12:40;-0.40;86.00;82.75
2009-12-12;12:45;-0.40;86.00;82.75
2009-12-12;12:50;-0.50;86.25;82.75
2009-12-12;12:55;-0.50;86.25;82.75
2009-12-12;13:00;-0.50;86.25;82.75
2009-12-12;13:05;-0.50;86.25;82.75
2009-12-12;13:10;-0.50;86.25;82.75
2009-12-12;13:15;-0.50;86.25;82.75
2009-12-12;13:20;-0.50;86.25;82.75
2009-12-12;13:25;-0.50;86.25;83.00
2009-12-12;13:30;-0.55;86.38;83.00
2009-12-12;13:35;-0.55;86.38;83.00
2009-12-12;13:40;-0.55;86.38;83.00
2009-12-12;13:45;-0.65;86.63;83.00
2009-12-12;13:50;-0.55;86.38;83.00
2009-12-12;13:55;-0.55;86.38;83.00
2009-12-12;14:00;-0.65;86.63;83.00
2009-12-12;14:05;-0.65;86.63;83.00
2009-12-12;14:10;-0.55;86.38;83.00
2009-12-12;14:15;-0.65;86.63;83.25
2009-12-12;14:20;-0.65;86.63;83.25
2009-12-12;14:25;-0.65;86.63;83.25
2009-12-12;14:30;-0.65;86.63;83.25
2009-12-12;14:35;-0.70;86.75;83.25
2009-12-12;14:40;-0.65;86.63;83.38
2009-12-12;14:45;-0.65;86.63;83.38
2009-12-12;14:50;-0.65;86.63;83.63
2009-12-12;14:55;-0.65;86.63;83.63
2009-12-12;15:00;-0.70;86.75;83.63
2009-12-12;15:05;-0.70;86.75;83.63
2009-12-12;15:10;-0.70;86.75;83.75
2009-12-12;15:15;-0.70;86.75;83.75
2009-12-12;15:20;-0.80;87.00;83.75
2009-12-12;15:25;-0.80;87.00;84.00
2009-12-12;15:30;-0.80;87.00;84.25
2009-12-12;15:35;-0.80;87.00;84.25
2009-12-12;15:40;-0.80;87.00;84.25
2009-12-12;15:45;-0.90;87.25;84.25
2009-12-12;15:50;-0.90;87.25;84.38
2009-12-12;15:55;-0.90;87.25;84.38
2009-12-12;16:00;-0.90;87.25;84.38
2009-12-12;16:05;-0.90;87.25;84.38
2009-12-12;16:10;-0.90;87.25;84.63
2009-12-12;16:15;-0.90;87.25;84.63
2009-12-12;16:20;-0.95;87.38;84.63
2009-12-12;16:25;-0.95;87.38;84.63
2009-12-12;16:30;-1.05;87.63;84.63
2009-12-12;16:35;-1.05;87.63;84.63
2009-12-12;16:40;-1.05;87.63;84.63
2009-12-12;16:45;-1.05;87.63;84.63
2009-12-12;16:50;-1.05;87.63;84.63
2009-12-12;16:55;-1.05;87.63;84.63
2009-12-12;17:00;-1.05;87.63;84.63
2009-12-12;17:05;-1.05;87.63;84.63
2009-12-12;17:10;-1.05;87.63;84.63
2009-12-12;17:15;-0.95;87.38;84.63
2009-12-12;17:20;-0.90;87.25;84.63
2009-12-12;17:25;-0.80;87.00;84.75
2009-12-12;17:30;-0.90;87.25;84.75
2009-12-12;17:35;-0.90;87.25;84.75
2009-12-12;17:40;-0.80;87.00;84.75
2009-12-12;17:45;-0.80;87.00;84.63
2009-12-12;17:50;-0.80;87.00;84.63
2009-12-12;17:55;-0.80;87.00;84.63
2009-12-12;18:00;-0.80;87.00;84.63
2009-12-12;18:05;-0.80;87.00;84.75
2009-12-12;18:10;-0.80;87.00;84.75
2009-12-12;18:15;-0.80;87.00;84.75
2009-12-12;18:20;-0.80;87.00;84.75
2009-12-12;18:25;-0.80;87.00;84.75
2009-12-12;18:30;-0.80;87.00;84.75
2009-12-12;18:35;-0.80;87.00;84.75
2009-12-12;18:40;-0.80;87.00;84.75
2009-12-12;18:45;-0.80;87.00;85.00
2009-12-12;18:50;-0.80;87.00;85.00
2009-12-12;18:55;-0.80;87.00;85.25
2009-12-12;19:00;-0.80;87.00;85.25
2009-12-12;19:05;-0.80;87.00;85.25
2009-12-12;19:10;-0.80;87.00;85.25
2009-12-12;19:15;-0.80;87.00;85.25
2009-12-12;19:20;-0.80;87.00;85.38
2009-12-12;19:25;-0.80;87.00;85.38
2009-12-12;19:30;-0.80;87.00;85.38
2009-12-12;19:35;-0.80;87.00;85.38
2009-12-12;19:40;-0.80;87.00;85.38
2009-12-12;19:45;-0.80;87.00;85.38
2009-12-12;19:50;-0.80;87.00;85.38
2009-12-12;19:55;-0.80;87.00;85.63
2009-12-12;20:00;-0.80;87.00;85.63
2009-12-12;20:05;-0.80;87.00;85.63
2009-12-12;20:10;-0.80;87.00;85.75
2009-12-12;20:15;-0.80;87.00;85.75
2009-12-12;20:20;-0.80;87.00;85.75
2009-12-12;20:25;-0.80;87.00;86.00
2009-12-12;20:30;-0.80;87.00;86.00
2009-12-12;20:35;-0.80;87.00;86.00
2009-12-12;20:40;-0.80;87.00;86.00
2009-12-12;20:45;-0.80;87.00;86.00
2009-12-12;20:50;-0.80;87.00;86.25
2009-12-12;20:55;-0.80;87.00;86.25
2009-12-12;21:00;-0.80;87.00;86.25
2009-12-12;21:05;-0.80;87.00;86.25
2009-12-12;21:10;-0.80;87.00;86.25
2009-12-12;21:15;-0.80;87.00;86.25
2009-12-12;21:20;-0.80;87.00;86.25
2009-12-12;21:25;-0.80;87.00;86.25
2009-12-12;21:30;-0.80;87.00;86.38
2009-12-12;21:35;-0.80;87.00;86.38
2009-12-12;21:40;-0.80;87.00;86.38
2009-12-12;21:45;-0.80;87.00;86.63
2009-12-12;21:50;-0.80;87.00;86.38
2009-12-12;21:55;-0.80;87.00;86.38
2009-12-12;22:00;-0.80;87.00;86.63
2009-12-12;22:05;-0.80;87.00;86.63
2009-12-12;22:10;-0.80;87.00;86.38
2009-12-12;22:15;-0.80;87.00;86.63
2009-12-12;22:20;-0.80;87.00;86.63
2009-12-12;22:25;-0.80;87.00;86.63
2009-12-12;22:30;-0.80;87.00;86.63
2009-12-12;22:35;-0.80;87.00;86.75
2009-12-12;22:40;-0.80;87.00;86.63
2009-12-12;22:45;-0.80;87.00;86.63
2009-12-12;22:50;-0.80;87.00;86.63
2009-12-12;22:55;-0.80;87.00;86.63
2009-12-12;23:00;-0.80;87.00;86.75
2009-12-12;23:05;-0.80;87.00;86.75
2009-12-12;23:10;-0.80;87.00;86.75
2009-12-12;23:15;-0.80;87.00;86.75
2009-12-12;23:20;-0.80;87.00;87.00
2009-12-12;23:25;-0.80;87.00;87.00
2009-12-12;23:30;-0.80;87.00;87.00
2009-12-12;23:35;-0.80;87.00;87.00
2009-12-12;23:40;-0.80;87.00;87.00
2009-12-12;23:45;-0.80;87.00;87.25
2009-12-12;23:50;-0.80;87.00;87.25
2009-12-12;23:55;-0.80;87.00;87.25
2009-12-13;00:00;-0.80;87.00;87.25
2009-12-13;00:05;-0.80;87.00;87.25
2009-12-13;00:10;-0.80;87.00;87.25
2009-12-13;00:15;-0.80;87.00;87.25
2009-12-13;00:20;-0.80;87.00;87.38
2009-12-13;00:25;-0.80;87.00;87.38
2009-12-13;00:30;-0.80;87.00;87.63
2009-12-13;00:35;-0.80;87.00;87.63
2009-12-13;00:40;-0.80;87.00;87.63
2009-12-13;00:45;-0.80;87.00;87.63
2009-12-13;00:50;-0.80;87.00;87.63
2009-12-13;00:55;-0.80;87.00;87.63
2009-12-13;01:00;-0.80;87.00;87.63
2009-12-13;01:05;-0.80;87.00;87.63
2009-12-13;01:10;-0.80;87.00;87.63
2009-12-13;01:15;-0.80;87.00;87.38
2009-12-13;01:20;-0.80;87.00;87.25
2009-12-13;01:25;-0.80;87.00;87.00
2009-12-13;01:30;-0.80;87.00;87.25
2009-12-13;01:35;-0.90;87.25;87.25
2009-12-13;01:40;-0.80;87.00;87.00
2009-12-13;01:45;-0.90;87.25;87.00
2009-12-13;01:50;-0.90;87.25;87.00
